date,MSFT
2006-04-30,-0.11245865490630758
2006-05-31,-0.05846558362286047
2006-06-30,0.028697571743935724
2006-07-31,0.03261802575108175
2006-08-31,0.0720676645780356
2006-09-30,0.0642023346303442
2006-10-31,0.04972577696527902
2006-11-30,0.02613897260007625
2006-12-31,0.017029972752004463
2007-01-31,0.033489618218363715
2007-02-28,-0.08402124281456491
2007-03-31,-0.010649627263053074
2007-04-30,0.0742734122712776
2007-05-31,0.028370765262998976
2007-06-30,-0.039755491184457536
2007-07-31,-0.016287750254484923
2007-08-31,-0.005463015984560782
2007-09-30,0.025408980160083194
2007-10-31,0.24949083503057823
2007-11-30,-0.08429082346751804
2007-12-31,0.05952380952379177
2008-01-31,-0.08426966292136062
2008-02-29,-0.1623892057642773
2008-03-31,0.04338618891977619
2008-04-30,0.004933051444695247
2008-05-31,-0.0033447714280349095
2008-06-30,-0.02860169491529352
2008-07-31,-0.065067248273325
2008-08-31,0.0653141216706774
2008-09-30,-0.02198607548553444
2008-10-31,-0.16335706257021465
2008-11-30,-0.08849191512905497
2008-12-31,-0.038575667655806334
2009-01-31,-0.12037037037037035
2009-02-28,-0.04876850316320136
2009-03-31,0.137461300309619
2009-04-30,0.10288513881327188
2009-05-31,0.03769558030195275
2009-06-30,0.13786500718047767
2009-07-31,-0.010517458981915917
2009-08-31,0.05382223924346996
2009-09-30,0.04340770791071824
